crag,name,grade,ascents
old-wauhatchie-pike,Craters,5A,3
old-wauhatchie-pike,Luna Tunes,6C,2
old-wauhatchie-pike,A Step Up,5B,2
old-wauhatchie-pike,Troll Toll,6C,2
old-wauhatchie-pike,5 o'clock Grunt Stand,5C,2
old-wauhatchie-pike,Skeeter them feet,5A,2
old-wauhatchie-pike,Dentist,6C+,2
old-wauhatchie-pike,Cliff Hanger,5B,2
old-wauhatchie-pike,Well Behaved,5A,2
old-wauhatchie-pike,Red Devil,6A,2
old-wauhatchie-pike,Blast Hole,5A,2
old-wauhatchie-pike,High and Dry,5A,2
old-wauhatchie-pike,The Groove,6A,2
old-wauhatchie-pike,Phoenix,5A,2
old-wauhatchie-pike,The Bulge,5B,2
old-wauhatchie-pike,Out in the Open,5A,2
old-wauhatchie-pike,Do What,5A,2
old-wauhatchie-pike,Ride the Rail Sit,5B,2
old-wauhatchie-pike,Ride the Rail,5A,2
old-wauhatchie-pike,Turtle Man,5B,2
old-wauhatchie-pike,Snake Eater,6B+,2
old-wauhatchie-pike,Moon Beam Left,6C,2
old-wauhatchie-pike,Coming up,5C,2
old-wauhatchie-pike,Dune Buggy,5A,2
old-wauhatchie-pike,Nose Job,5B,2
old-wauhatchie-pike,Clever Knee Low,6B,2
old-wauhatchie-pike,Don't Be Vein,5B,2
old-wauhatchie-pike,Elephant Ear,5A,2
old-wauhatchie-pike,Viney Hiney,5A,2
old-wauhatchie-pike,Everybody to the Right,5B,2
old-wauhatchie-pike,Do What Sit Start,5B,2
old-wauhatchie-pike,Cleaved,5C,2
old-wauhatchie-pike,She’s Twenty One,5B,2
old-wauhatchie-pike,Trash Foxy,7A,2
old-wauhatchie-pike,On the spot,5C,2
old-wauhatchie-pike,Angle Fangle (high),6A,2
old-wauhatchie-pike,Le Patio,5C,2
old-wauhatchie-pike,Craters,4A,1
old-wauhatchie-pike,Unterclick,6A,1
old-wauhatchie-pike,Fish Mouth,5C,1
old-wauhatchie-pike,The Fence,5A,1
old-wauhatchie-pike,N.N.,6A,1
old-wauhatchie-pike,Kudzu Buddies Sit,6C+,1
old-wauhatchie-pike,The Cyclist,6C+,1
old-wauhatchie-pike,Muzzle Loader,5A,1
old-wauhatchie-pike,BFAM,5B,1
old-wauhatchie-pike,Old Greg,6C+,1
old-wauhatchie-pike,Chief Wauhatchie Right Exit,6C,1
old-wauhatchie-pike,The Hidden,5B,1
old-wauhatchie-pike,Pump Track,5B,1
old-wauhatchie-pike,Warm Up Muffins,5A,1
old-wauhatchie-pike,Chip & Lindsay's Adventure,5C,1
old-wauhatchie-pike,Hammerhead,6A,1
old-wauhatchie-pike,Finish Line,4B,1
old-wauhatchie-pike,Look Ma’ I’m Dave Graham,7A,1
old-wauhatchie-pike,Dun Buggy,4B,1
old-wauhatchie-pike,Compression Boulder,7B+,1
old-wauhatchie-pike,She's Twenty One,5B,1
old-wauhatchie-pike,Slotsky's Deli,6B,1
old-wauhatchie-pike,N.N.,3A,1
old-wauhatchie-pike,Yellow Jacket Traverse Low,7B+,1
old-wauhatchie-pike,N.N.,5C,1
old-wauhatchie-pike,The Dino,7C,1
old-wauhatchie-pike,5 o'clock Grunt Sit,5A,1
old-wauhatchie-pike,The Hole,5C,1
old-wauhatchie-pike,A Frame,5A,1
old-wauhatchie-pike,What a Thrill,5B,1
old-wauhatchie-pike,The More the Merrier,5A,1
old-wauhatchie-pike,Easy Crack,4A,1
old-wauhatchie-pike,Cut and Chopped,6B,1
old-wauhatchie-pike,Dentist,6B,1
old-wauhatchie-pike,Graffiti Eye Ball,6A,1
old-wauhatchie-pike,Gramiccis,5A,1
old-wauhatchie-pike,Half Moon,6B,1
old-wauhatchie-pike,Dino,6B,1
old-wauhatchie-pike,Hermanos Circanos,6A,1
old-wauhatchie-pike,Cliffhanger,5B,1
old-wauhatchie-pike,Break in Believability,7C+,1
old-wauhatchie-pike,Right Arete,5C,1
old-wauhatchie-pike,Yo Bro Adventures,6B,1
old-wauhatchie-pike,Graffiti Eye Ball,6A,1
old-wauhatchie-pike,Dorsal Loaf,6B,1
old-wauhatchie-pike,The face,6B,1
old-wauhatchie-pike,Vista tercera,7B+,1
old-wauhatchie-pike,William,4A,1
old-wauhatchie-pike,Chris and Lindsay's Adventure Sit Start,7A,1
old-wauhatchie-pike,Gramiccis,5C,1
old-wauhatchie-pike,The Slide,6B,1
old-wauhatchie-pike,Line Rider,6A+,1
old-wauhatchie-pike,Crock Pot Traverse,6B,1
old-wauhatchie-pike,Traversaroids,6B,1
old-wauhatchie-pike,Farm Hand,7A,1
old-wauhatchie-pike,Lil’ Crimper,6C+,1
old-wauhatchie-pike,Space Rocks,6A+,1
old-wauhatchie-pike,Moon Beam Right,6B,1
old-wauhatchie-pike,Face It,5C,1
