crag,name,grade,ascents
horse-pens-40,Balrog,7C+,11
horse-pens-40,Skeletor,7C+,11
horse-pens-40,New Sensations,6C,10
horse-pens-40,Creeper,7B,10
horse-pens-40,Super Slider,7C+,10
horse-pens-40,Lea's Problem,6B,10
horse-pens-40,Ticket Home,5A,10
horse-pens-40,Baja,5C,10
horse-pens-40,JB Slab,5B,10
horse-pens-40,Chum,5A,10
horse-pens-40,Interact,5A,10
horse-pens-40,Tree Dab,5B,10
horse-pens-40,Downclimb Groove,3A,9
horse-pens-40,Spraylord,7A+,9
horse-pens-40,Pegmado,7C,9
horse-pens-40,Snibe,5B,9
horse-pens-40,Jumper,7A,9
horse-pens-40,Fabio,5C,9
horse-pens-40,Single Blade,5C,9
horse-pens-40,Spandex Ballet,7A,9
horse-pens-40,Mulletino - Drop,6C,9
horse-pens-40,The Ramp,5C,8
horse-pens-40,Sierzant Problem,7A+,8
horse-pens-40,Slow Drag,6A,8
horse-pens-40,Gadget Arms,5C,8
horse-pens-40,Sierzant Problem,7A+,8
horse-pens-40,Slow Drag,6A,8
horse-pens-40,Gadget Arms,5C,8
horse-pens-40,Drip,7A,8
horse-pens-40,Redneck Sit-start,7A+,8
horse-pens-40,Double Blade,5C,8
horse-pens-40,High Chair,5A,8
horse-pens-40,Brainwave,5B,8
horse-pens-40,Cheeseburger,5B,8
horse-pens-40,Great Dane,7C+,7
horse-pens-40,Mulletino (with top out),7A+,7
horse-pens-40,Ahab,7A,7
horse-pens-40,the floridian,7C+,7
horse-pens-40,Genetic,8A,7
horse-pens-40,Grape Ape,5B,7
horse-pens-40,Sordid,5C,7
horse-pens-40,Om,7A+,7
horse-pens-40,Stoney,5C,7
horse-pens-40,Braun,6C+,7
horse-pens-40,Litz Problem,7B+,7
horse-pens-40,the floridian,7C+,7
horse-pens-40,Genetic,8A,7
horse-pens-40,Mino,5A,7
horse-pens-40,Water and Time,5A,7
horse-pens-40,Hooters,5A,7
horse-pens-40,Cull Mon,6A,7
horse-pens-40,Lady Slipper Traverse,5C,7
horse-pens-40,Groove 1,5A,7
horse-pens-40,Joke's Over,5C,7
horse-pens-40,Easy Touch,6B,6
horse-pens-40,Kako,3A,6
horse-pens-40,Slabolicious sit,7B,6
horse-pens-40,Flake Left,5A,6
horse-pens-40,Jeff Wales Problem,7B+,6
horse-pens-40,Ivy Boy,7A+,6
horse-pens-40,High Jones,6A+,6
horse-pens-40,Return of the Jedi,7B+,6
horse-pens-40,Squeeze Play Low,7B,6
horse-pens-40,Boy Scout Route,7A+,6
horse-pens-40,Dirty Deeds,6C,6
horse-pens-40,N.N. (Right of Tree),5C,6
horse-pens-40,Ain't Skeered,6A,6
horse-pens-40,Stark,6B,6
horse-pens-40,JB2,5C,6
horse-pens-40,Trix,5A,6
horse-pens-40,Lilly,5A,6
horse-pens-40,Whiplash Variation,5C,6
horse-pens-40,Killough Face,6A,5
horse-pens-40,Groove 2,5A,5
horse-pens-40,Blue,5A,5
horse-pens-40,Cullmano,5B,5
horse-pens-40,Holes,5B,5
horse-pens-40,Mistaken Identity,6C,5
horse-pens-40,Mr. Salt,5A,5
horse-pens-40,Flight,6A,5
horse-pens-40,Uma,5A,5
horse-pens-40,Crotch Cramps,7B+,5
horse-pens-40,JJ,7A+,5
horse-pens-40,Joe,5A,5
horse-pens-40,Enough,7B,5
horse-pens-40,Mistaken Identity,6C,5
horse-pens-40,Mr. Salt,5A,5
horse-pens-40,Flight,6A,5
horse-pens-40,Uma,5A,5
horse-pens-40,Crotch Cramps,7B+,5
horse-pens-40,JJ,7A+,5
horse-pens-40,Joe,5A,5
horse-pens-40,Enough,7B,5
horse-pens-40,pucker up,6B+,5
horse-pens-40,Slab X,7A+,5
horse-pens-40,Pink Flowers,5A,5
horse-pens-40,Touching Cloth,6A,5
horse-pens-40,Groove 2,3A,5
horse-pens-40,Sea Shell,5C,5
horse-pens-40,The Drip,6A,5
horse-pens-40,Boy Scout Crack,5B,5
horse-pens-40,N.N. (V4),6B,4
horse-pens-40,JB 2,3A,4
horse-pens-40,JB 1,4A,4
horse-pens-40,Gary's problem,7A+,4
horse-pens-40,Among Us,4A,4
horse-pens-40,pegmado,7C,4
horse-pens-40,Redneck Low,7A+,4
horse-pens-40,Webb Problem,7A,4
horse-pens-40,The Process,7C+,4
horse-pens-40,N.N.,5C,4
horse-pens-40,Clearance,7B+,4
horse-pens-40,Gimme Some Mo',7B,4
horse-pens-40,Pins 1,5B,4
horse-pens-40,ASP,6A,4
horse-pens-40,Landslide sit,7C+,4
horse-pens-40,Chins,3A,4
horse-pens-40,God Given,7C+,4
horse-pens-40,Funk Odyssey,7A,4
horse-pens-40,Others See Us,5C,4
horse-pens-40,On the Side,5A,4
horse-pens-40,Silvey Jumper,6C,4
horse-pens-40,Stretching Outlaw,6C,4
horse-pens-40,Smile and Receive,6C,4
horse-pens-40,N.N. (Left of Pine),5B,4
horse-pens-40,ASP,6A,4
horse-pens-40,Landslide sit,7C+,4
horse-pens-40,Chins,3A,4
horse-pens-40,God Given,7C+,4
horse-pens-40,Green Ramp,5B,4
horse-pens-40,Bitter,5C,4
horse-pens-40,Groove 1,5B,4
horse-pens-40,Mulletino (drop-off),6C,3
horse-pens-40,Shadow Folk,5A,3
horse-pens-40,Cicada Song,5B,3
horse-pens-40,Quicksand,6B,3
horse-pens-40,trexi,5A,3
horse-pens-40,Faint Hearts,5B,3
horse-pens-40,Broadway,5B,3
horse-pens-40,N.N.,5C,3
horse-pens-40,Chilly Dog,6A,3
horse-pens-40,Genesis Double,6C,3
horse-pens-40,Eightball,5C,3
horse-pens-40,slow hand,6C,3
horse-pens-40,Uhuhuh,6C+,3
horse-pens-40,theif,7B,3
horse-pens-40,Hang Me,7B,3
horse-pens-40,Tourist Attraction,5B,3
horse-pens-40,Goldberry,6A,3
horse-pens-40,bradiation,7C,3
horse-pens-40,Pegmodo,7C,3
horse-pens-40,Lokal,7A+,3
horse-pens-40,Uniball low,6C,3
horse-pens-40,Fat Woman,6B,3
horse-pens-40,Red Arrow Problem,6B,3
horse-pens-40,cuts like a knife sit,7B,3
horse-pens-40,Paper or Plastic,6B,3
horse-pens-40,Green lantern sit,7B+,3
horse-pens-40,Open Book,7A+,3
horse-pens-40,lou red arrow,7A,3
horse-pens-40,Alabama Power Co.,7B+,3
horse-pens-40,Inspect Her Gadget Direct,6B+,3
horse-pens-40,Trends,5C,3
horse-pens-40,Gettin Jiggy,7A+,3
horse-pens-40,Revelations,7A,3
horse-pens-40,Cullman 2,5A,3
horse-pens-40,Easy Slab,5A,3
horse-pens-40,Easy,3A,3
horse-pens-40,Butter On Bread,5B,3
horse-pens-40,Belly of the Beast,7A,2
horse-pens-40,Flake Right,5A,2
horse-pens-40,Escape from Seaworld,5A,2
horse-pens-40,The Visionary,7A,2
horse-pens-40,Illusion,8A+,2
horse-pens-40,Lea's problem,6B,2
horse-pens-40,Groove 2 Sit,6B,2
horse-pens-40,Wrong Long,7B,2
horse-pens-40,Selective Mechanics,6B,2
horse-pens-40,Mariachi Variation,6A,2
horse-pens-40,Lea's Problem,6C,2
horse-pens-40,Lowlife,6C,2
horse-pens-40,The Beach (low),7A+,2
horse-pens-40,Slush Puppy SDS,7B+,2
horse-pens-40,The Crown (sit),6B,2
horse-pens-40,Something,6C,2
horse-pens-40,Brass monkey direct,7A,2
horse-pens-40,Groveler,6C,2
horse-pens-40,Clarence,7B+,2
horse-pens-40,"Beer, Guts, No Glory",6C,2
horse-pens-40,Skeleton,5A,2
horse-pens-40,Steve,5A,2
horse-pens-40,Stage Dyno,6B,2
horse-pens-40,Chewbacca,7B,2
horse-pens-40,Tork,5B,2
horse-pens-40,Cullman 4,4C,2
horse-pens-40,N.N.,5B,2
horse-pens-40,Brown Leaf,5B,2
horse-pens-40,Uma,4C,2
horse-pens-40,Pioneer,6B,2
horse-pens-40,F.T,5B,2
horse-pens-40,The Green Ramp,5C,2
horse-pens-40,Mean Jean Assis,7A+,2
horse-pens-40,Mean Gene,6C,2
horse-pens-40,Interact,4A,2
horse-pens-40,Plinko,6A,2
horse-pens-40,V4,6A,2
horse-pens-40,Best Kept Secret,6C,2
horse-pens-40,Bobbitation,7B+,2
horse-pens-40,Pee-King Roof,7B,2
horse-pens-40,Undercling Problem,7C,2
horse-pens-40,Skytalker,7B+,2
horse-pens-40,Squeeze Job,7B,2
horse-pens-40,B.S.,6B,2
horse-pens-40,World Below,6A,2
horse-pens-40,Belly of the Beast,7A,2
horse-pens-40,Flake Right,5A,2
horse-pens-40,Escape from Seaworld,5A,2
horse-pens-40,The Visionary,7A,2
horse-pens-40,Illusion,8A+,2
horse-pens-40,Lea's problem,6B,2
horse-pens-40,Groove 2 Sit,6B,2
horse-pens-40,Wrong Long,7B,2
horse-pens-40,Selective Mechanics,6B,2
horse-pens-40,Mariachi Variation,6A,2
horse-pens-40,Lea's Problem,6C,2
horse-pens-40,Lowlife,6C,2
horse-pens-40,The Beach (low),7A+,2
horse-pens-40,Slush Puppy SDS,7B+,2
horse-pens-40,The Crown (sit),6B,2
horse-pens-40,Something,6C,2
horse-pens-40,JP's Groove,6A,2
horse-pens-40,Loser,7A+,2
horse-pens-40,Pins 3,5B,2
horse-pens-40,Hive,5B,2
horse-pens-40,The Process,7C,2
horse-pens-40,pegmato,7C,2
horse-pens-40,Tickler,6B,2
horse-pens-40,JB 1,5A,2
horse-pens-40,Easy Slab,5A,2
horse-pens-40,Erector Set,5A,2
horse-pens-40,Curb Smile,5B,2
horse-pens-40,Retard Brains,5B,2
horse-pens-40,Hippie Flip,6C,2
horse-pens-40,Newman,5A,2
horse-pens-40,Wiplash,6C,1
horse-pens-40,Hot Off the Press,6C,1
horse-pens-40,Satanic Traverse,6C,1
horse-pens-40,Jugs variation 2,5A,1
horse-pens-40,State of Mind,8A,1
horse-pens-40,flo,7A+,1
horse-pens-40,Basu,5C,1
horse-pens-40,Plinko,6A,1
horse-pens-40,Getcha Some More,7B,1
horse-pens-40,Revelations,7A,1
horse-pens-40,Distractions,7B+,1
horse-pens-40,Bumbling,4C,1
horse-pens-40,The Drip,6A,1
horse-pens-40,PS 1,5A,1
horse-pens-40,PS 2,5B,1
horse-pens-40,N.N. (V0),4A,1
horse-pens-40,Webb Connection,7A,1
horse-pens-40,Pit Problem 3,7A,1
horse-pens-40,Honey 3,5A,1
horse-pens-40,JB Variation,6A,1
horse-pens-40,Slingblade,6B,1
horse-pens-40,Goldberry,6A,1
horse-pens-40,baja low,7A+,1
horse-pens-40,Spandex Bullet variation,7A,1
horse-pens-40,Skywalker,7B+,1
horse-pens-40,Crisifix,6B,1
horse-pens-40,V0-,4C,1
horse-pens-40,N.N.,6B,1
horse-pens-40,Squirtal Wombat,6B,1
horse-pens-40,Lava Lamp,5A,1
horse-pens-40,Ricky Scotland,6A,1
horse-pens-40,N.N. (Right of Red Arrow),5A,1
horse-pens-40,Stepchild low var,7A+,1
horse-pens-40,Spacial Recognition,7B+,1
horse-pens-40,N.N.,5B,1
horse-pens-40,Deck Crack,4C,1
horse-pens-40,Citadel Problem,7A,1
horse-pens-40,Sammy's roof,6C,1
horse-pens-40,Popeye,6C,1
horse-pens-40,Millipede,7A,1
horse-pens-40,Hi Slab,5A,1
horse-pens-40,Spandex Ballet,6A,1
horse-pens-40,Lava Lamp,5A,1
horse-pens-40,Trix,4C,1
horse-pens-40,JB Groove (run and jump),5C,1
horse-pens-40,Theif,7B,1
horse-pens-40,Obi,5A,1
horse-pens-40,7 years,8A,1
horse-pens-40,Downclimb,4C,1
horse-pens-40,Almost God Given,7A,1
horse-pens-40,More Jugs,5A,1
horse-pens-40,Merlin's Arete,5C,1
horse-pens-40,Dreadlift,6C,1
horse-pens-40,V.I.P,6C,1
horse-pens-40,Jen Problem,5B,1
horse-pens-40,N.N. (right of Sammy's Roof),6A,1
horse-pens-40,Rice Hat,5C,1
horse-pens-40,G foe Life,5B,1
horse-pens-40,Not Thulsa Doom,6A,1
horse-pens-40,Revelations variation,5C,1
horse-pens-40,Great Dane Stand,7A+,1
horse-pens-40,Left of eight ball,6A,1
horse-pens-40,Caleb’s First Boulder,6C,1
horse-pens-40,Debirth: Cult of the Unborn,4C,1
horse-pens-40,Chum Dyno,5C,1
horse-pens-40,Groove 1,5A,1
horse-pens-40,N.N. (near Sammy's Roof),5A,1
horse-pens-40,Wasp Arete,5C,1
horse-pens-40,MarX,6B,1
horse-pens-40,leid dawn,6B+,1
horse-pens-40,Mainland,6B,1
horse-pens-40,Butterfly,5C,1
horse-pens-40,Sordid Variation,4A,1
horse-pens-40,Pegmodo,7C,1
horse-pens-40,Sandbox right right,5C,1
horse-pens-40,Out of the box low,7B+,1
horse-pens-40,Distractions,7B+,1
horse-pens-40,Borrowed and Blue,6C,1
horse-pens-40,Jugs,5A,1
horse-pens-40,No-Name V0,5A,1
horse-pens-40,Shadow Fold,5A,1
horse-pens-40,Middle turtle,5A,1
horse-pens-40,Sammy's Roof,6C,1
horse-pens-40,Genesis (Double Dyno),6C,1
horse-pens-40,Pucker Up,5C,1
horse-pens-40,Tourist Attraction,4A,1
horse-pens-40,Kearney Problem,6A,1
horse-pens-40,V7 Roof,7B,1
horse-pens-40,Scoop Problem,6B+,1
horse-pens-40,Finale,6B,1
horse-pens-40,Reprise,5C,1
horse-pens-40,Pistol Squat,7A+,1
horse-pens-40,Groove 1 variation,5A,1
horse-pens-40,N.N.,3A,1
horse-pens-40,V4(Waterloo Boulder),6B,1
horse-pens-40,goove 3,4A,1
horse-pens-40,Thulsa Doom,6A,1
horse-pens-40,Thugs and Kisses,7C,1
horse-pens-40,N.N. (near Jeff Wales Problem),6C,1
horse-pens-40,N.N. 2,3A,1
horse-pens-40,ACP,6A,1
horse-pens-40,Face 1,3A,1
horse-pens-40,N.N. (V0),4A,1
horse-pens-40,N.N.,6A,1
horse-pens-40,Oobi,3A,1
horse-pens-40,Sandy,6A,1
horse-pens-40,The Ocean dyno,6A,1
horse-pens-40,Tranquility,7A,1
horse-pens-40,Beef Curtain,6C,1
horse-pens-40,Lowdog,7C,1
horse-pens-40,Rubber Neck,5C,1
horse-pens-40,Sky,6C,1
horse-pens-40,CT 2,5A,1
horse-pens-40,V0-,5A,1
horse-pens-40,Break Charmer,4C,1
horse-pens-40,Spreading Ben's Legs,5C,1
horse-pens-40,ACP variation,5C,1
horse-pens-40,Touching Cloth,6A,1
horse-pens-40,Jugs variation 1,5A,1
horse-pens-40,I left My Spandex at Home,7A+,1
horse-pens-40,Mantle Action,6A,1
horse-pens-40,area 1 #37,5C,1
horse-pens-40,Red Arrow area 4?,6C,1
horse-pens-40,linz'spocket problem,7B,1
horse-pens-40,Slabalicious left,6C,1
horse-pens-40,Wheel Well,7A,1
horse-pens-40,Genesis Variation Right,5C,1
horse-pens-40,Wishplash,7A,1
horse-pens-40,Silvey dyno,7B,1
horse-pens-40,Thievs,7C,1
horse-pens-40,half boom/half cuts,7A+,1
horse-pens-40,undercling-pocket...,7A+,1
horse-pens-40,Reacharound,7A+,1
horse-pens-40,Green Leaf,6B+,1
horse-pens-40,Another Litz problem,7C,1
horse-pens-40,Terrible Lies,7C,1
horse-pens-40,seirzant problem,7A+,1
horse-pens-40,Boogey,6C,1
horse-pens-40,SB Face,5A,1
horse-pens-40,Getchysum,7A,1
horse-pens-40,Fabio,5B,1
horse-pens-40,Easy,4C,1
horse-pens-40,JB Groove Variation,5C,1
horse-pens-40,SB1,5B,1
horse-pens-40,Roof Mantle,5C,1
horse-pens-40,Mystery Label,6B,1
horse-pens-40,old man with the slow hand,6B+,1
horse-pens-40,N.N. (Left of Classless),5C,1
horse-pens-40,Sometimes,6A,1
horse-pens-40,Picante,6A,1
horse-pens-40,Mariachi,6C,1
horse-pens-40,Chili Dog,6B,1
horse-pens-40,Right of Tree,5C,1
horse-pens-40,Arete by Moon Buttre,7A,1
horse-pens-40,chevrolet,7B+,1
horse-pens-40,PL 90' Roof,7A+,1
horse-pens-40,Wet N Wild,6A+,1
horse-pens-40,1111,7A,1
horse-pens-40,The Book,7A+,1
horse-pens-40,Gensis,6B+,1
horse-pens-40,Flexor,7A,1
horse-pens-40,Coop's Problem,7B,1
horse-pens-40,Master of Disguise,7A,1
horse-pens-40,uh-huh,7A+,1
horse-pens-40,N.N. (Lew's Cave),7B,1
horse-pens-40,Dwarf Dyno,7A,1
horse-pens-40,N.N.,6C+,1
horse-pens-40,The Funk,6C+,1
horse-pens-40,N.N.,7A,1
horse-pens-40,Genissis,6C,1
horse-pens-40,N.N. (pede),6C+,1
horse-pens-40,N.N. (22 Area 2),6C,1
horse-pens-40,Just massage oil,6B,1
horse-pens-40,Waffle Iron,7A,1
horse-pens-40,Traverse to Sideline,7B,1
horse-pens-40,The Treatment,7A,1
horse-pens-40,SDS to Slice,7C,1
horse-pens-40,Pantyliner?,6A,1
horse-pens-40,Tommy Sucks,6A+,1
horse-pens-40,Mars Attacks,6C+,1
horse-pens-40,Cutter,7B,1
horse-pens-40,the crowd,6A,1
horse-pens-40,N.N. (Left of the Plow),7A+,1
horse-pens-40,N.N. 20,7A,1
horse-pens-40,Tusk,7A+,1
horse-pens-40,Ghetto Star (stand),7B,1
horse-pens-40,Perm. Scream Right,7A+,1
horse-pens-40,Boy Scout,7A+,1
horse-pens-40,N.N. (19 Area 2),6B+,1
horse-pens-40,Cue Ball,6C,1
horse-pens-40,String ray,7C+,1
horse-pens-40,N.N. (L.R. Problem),7B,1
horse-pens-40,Lady Slipper Travers,6C,1
horse-pens-40,slider traverse,7C+,1
horse-pens-40,Wa Wa Wa,6A,1
horse-pens-40,sds ghetto superstar,7C+,1
horse-pens-40,Stepchild (sit-start),7B+,1
horse-pens-40,Dislexic,6C,1
horse-pens-40,EB3,6A,1
horse-pens-40,WSE 2,3A,1
horse-pens-40,WSE 3,3A,1
horse-pens-40,Dawn,6C,1
horse-pens-40,N.N.,6C,1
horse-pens-40,Indian Roof Right,5C,1
horse-pens-40,Pit Arete,6C+,1
horse-pens-40,thugs,7B+,1
horse-pens-40,The Green Lantern,7B+,1
horse-pens-40,The Chamber Traverse,6A+,1
horse-pens-40,Solar Flare,7B,1
horse-pens-40,Campus Prob.,7B,1
horse-pens-40,The groove,5C,1
horse-pens-40,Tick or Tie? Bump That?,6B,1
horse-pens-40,Warning Shots,7A,1
horse-pens-40,Wonderous Clevage 2.0,7A+,1
horse-pens-40,Draipipe,7A,1
horse-pens-40,Quiet Life,5B,1
horse-pens-40,Honey 1,5A,1
horse-pens-40,Double Trouble,7B+,1
