crag,name,grade,ascents
cumberland,fine decision,v3,1
cumberland,fresh man,v6,1
cumberland,chietlas escalator,v4,1
cumberland,knucklehead,v5,1
cumberland,undercling start,v4,1
cumberland,tinkering,v1,1
cumberland,cake walk left,v10,1
cumberland,creekside?,v5,1
cumberland,blade of the immortal,v9,1
cumberland,prow 2,v0,1
cumberland,right arete,v3,1
cumberland,7/11 indirect right,v1,1
cumberland,fallen limbs variation,v6,1
cumberland,v3 roof,v3,1
cumberland,low down,v2,1
cumberland,left low start,v3,1
cumberland,pandora's box,v7,1
cumberland,iron ear dyno,v5,1
cumberland,hueco roof left low,v5,1
cumberland,doppleganger poltergeist,v10,1
cumberland,ear v2,v1,1
cumberland,continuous waveform,v12,1
cumberland,the butcher,v5,1
cumberland,sneaky snake,v5,1
cumberland,full house,v10,1
cumberland,warm up left,v5,1
cumberland,center face sit,v7,1
cumberland,left arete,v4,1
cumberland,against the grain,v6,1
cumberland,crimp problem,v3,1
cumberland,groove party,v7,1
cumberland,birds nest,v4,1
cumberland,sunburst,v7,1
cumberland,cumberland warmup 5,v5,1
cumberland,lowlife,v4,1
